Habit,Date,Status,Comment
Notion journal,2022-08-03,fail,
Notion journal,2022-08-04,fail,
Notion journal,2022-08-05,fail,
Notion journal,2022-08-06,fail,
Notion journal,2022-08-07,fail,
Notion journal,2022-08-08,fail,
Notion journal,2022-08-09,fail,
Notion journal,2022-08-10,fail,
Notion journal,2022-08-11,fail,
Notion journal,2022-08-12,fail,
Notion journal,2022-08-13,fail,
Notion journal,2022-08-14,fail,
Notion journal,2022-08-15,fail,
Notion journal,2022-08-16,fail,
Notion journal,2022-08-17,fail,
Notion journal,2022-08-18,success,
Notion journal,2022-08-19,success,
Notion journal,2022-08-20,fail,
Notion journal,2022-08-21,fail,
Notion journal,2022-08-22,fail,
Notion journal,2022-08-23,fail,
Notion journal,2022-08-24,success,
Notion journal,2022-08-25,fail,
Notion journal,2022-08-26,fail,
Notion journal,2022-08-27,fail,
Notion journal,2022-08-28,fail,
Notion journal,2022-08-29,fail,
Notion journal,2022-08-30,fail,
Notion journal,2022-08-31,fail,
Notion journal,2022-09-01,fail,
Notion journal,2022-09-02,fail,
Notion journal,2022-09-03,fail,
Notion journal,2022-09-04,success,
Notion journal,2022-09-05,success,
Notion journal,2022-09-06,success,
Notion journal,2022-09-07,fail,
Notion journal,2022-09-08,fail,
Notion journal,2022-09-09,fail,
Notion journal,2022-09-10,fail,
Notion journal,2022-09-11,success,
Notion journal,2022-09-12,success,
Notion journal,2022-09-13,success,
Notion journal,2022-09-14,success,
Notion journal,2022-09-15,fail,
Notion journal,2022-09-16,fail,
Notion journal,2022-09-17,fail,
Notion journal,2022-09-18,fail,
Notion journal,2022-09-19,success,
Notion journal,2022-09-20,success,
Notion journal,2022-09-21,fail,
Notion journal,2022-09-22,success,
Notion journal,2022-09-23,fail,
Notion journal,2022-09-24,fail,
Notion journal,2022-09-25,fail,
Notion journal,2022-09-26,success,
Notion journal,2022-09-27,fail,
Notion journal,2022-09-28,fail,
Notion journal,2022-09-29,fail,
Notion journal,2022-09-30,fail,
Notion journal,2022-10-01,fail,
Notion journal,2022-10-02,fail,
Read,2022-07-20,success,
Daily accountability,2022-07-21,fail,
GRE/PORTFOLIO/MASTERS,2022-08-12,fail,
GRE/PORTFOLIO/MASTERS,2022-08-13,fail,
GRE/PORTFOLIO/MASTERS,2022-08-14,fail,
GRE/PORTFOLIO/MASTERS,2022-08-15,fail,
GRE/PORTFOLIO/MASTERS,2022-08-16,fail,
GRE/PORTFOLIO/MASTERS,2022-08-17,fail,
GRE/PORTFOLIO/MASTERS,2022-08-18,fail,
GRE/PORTFOLIO/MASTERS,2022-08-19,fail,
GRE/PORTFOLIO/MASTERS,2022-08-20,fail,
GRE/PORTFOLIO/MASTERS,2022-08-21,fail,
GRE/PORTFOLIO/MASTERS,2022-08-22,fail,
GRE/PORTFOLIO/MASTERS,2022-08-23,fail,
Daily accountability,2022-09-16,skip,
GRE/PORTFOLIO/MASTERS,2022-08-24,fail,
Send Livi a Sweet Text,2022-04-08,empty,
GRE/PORTFOLIO/MASTERS,2022-08-25,fail,
GRE/PORTFOLIO/MASTERS,2022-08-26,fail,
GRE/PORTFOLIO/MASTERS,2022-08-27,fail,
GRE/PORTFOLIO/MASTERS,2022-08-28,fail,
Daily accountability,2022-09-26,fail,
GRE/PORTFOLIO/MASTERS,2022-08-29,fail,
GRE/PORTFOLIO/MASTERS,2022-08-30,fail,
GRE/PORTFOLIO/MASTERS,2022-08-31,fail,
GRE/PORTFOLIO/MASTERS,2022-09-01,fail,
GRE/PORTFOLIO/MASTERS,2022-09-02,fail,
GRE/PORTFOLIO/MASTERS,2022-09-03,fail,
GRE/PORTFOLIO/MASTERS,2022-09-04,fail,
GRE/PORTFOLIO/MASTERS,2022-09-05,fail,
GRE/PORTFOLIO/MASTERS,2022-09-06,fail,
GRE/PORTFOLIO/MASTERS,2022-09-07,fail,
GRE/PORTFOLIO/MASTERS,2022-09-08,fail,
GRE/PORTFOLIO/MASTERS,2022-09-09,fail,
GRE/PORTFOLIO/MASTERS,2022-09-10,fail,
GRE/PORTFOLIO/MASTERS,2022-09-11,fail,
GRE/PORTFOLIO/MASTERS,2022-09-12,fail,
GRE/PORTFOLIO/MASTERS,2022-09-13,fail,
GRE/PORTFOLIO/MASTERS,2022-09-14,fail,
GRE/PORTFOLIO/MASTERS,2022-09-15,fail,
Lift,2022-07-23,fail,
GRE/PORTFOLIO/MASTERS,2022-08-11,fail,
Read,2022-07-21,fail,
Read,2022-07-22,fail,
Read,2022-07-23,fail,
Read,2022-07-24,success,
Read,2022-07-25,success,
Read,2022-07-26,success,
Read,2022-07-27,fail,
Read,2022-07-28,success,
Send Livi a Sweet Text,2022-04-12,success,
Read,2022-07-29,success,
Read,2022-07-30,fail,
Read,2022-07-31,fail,
Read,2022-08-01,success,
Read,2022-08-02,fail,
GRE/PORTFOLIO/MASTERS,2022-08-10,fail,
Read,2022-08-03,fail,
Read,2022-08-04,fail,
Read,2022-08-05,fail,
Read,2022-08-06,fail,
Read,2022-08-07,fail,
Read,2022-08-08,fail,
Read,2022-08-09,fail,
Read,2022-08-10,fail,
Read,2022-08-11,fail,
Read,2022-08-12,fail,
Read,2022-08-13,fail,
Read,2022-08-14,fail,
Read,2022-08-15,success,
Read,2022-08-16,fail,
Read,2022-08-17,fail,
Read,2022-08-18,fail,
Read,2022-08-19,fail,
Read,2022-08-20,fail,
Read,2022-08-21,fail,
Read,2022-08-22,fail,
Read,2022-08-23,success,
Read,2022-08-24,success,
Read,2022-08-25,success,
Read,2022-08-26,fail,
Read,2022-08-27,success,
Read,2022-08-28,fail,
Read,2022-08-29,fail,
Read,2022-08-30,fail,
Read,2022-08-31,fail,
Read,2022-09-01,fail,
Read,2022-09-02,fail,
Read,2022-09-03,success,
Send Livi a Sweet Text,2022-04-18,fail,
Read,2022-09-04,success,
Read,2022-09-05,success,
Read,2022-09-06,fail,
Send Livi a Sweet Text,2022-04-13,success,
Send Livi a Sweet Text,2022-04-16,success,
Read,2022-09-07,fail,
Read,2022-09-08,fail,
Read,2022-09-09,fail,
Read,2022-09-10,fail,
Send Livi a Sweet Text,2022-04-19,success,
Read,2022-09-11,fail,
Send Livi a Sweet Text,2022-04-09,fail,
Send Livi a Sweet Text,2022-04-10,fail,
Send Livi a Sweet Text,2022-04-11,success,
Read,2022-09-12,success,
Read,2022-09-14,success,
Send Livi a Sweet Text,2022-04-14,success,
Read,2022-09-13,success,
Send Livi a Sweet Text,2022-04-15,fail,
Send Livi a Sweet Text,2022-04-17,success,
Send Livi a Sweet Text,2022-04-20,fail,
GRE/PORTFOLIO/MASTERS,2022-08-01,fail,
Daily accountability,2022-08-23,fail,
Daily accountability,2022-08-28,success,
1 tiktok,2022-09-07,success,
Daily accountability,2022-08-29,success,
Daily accountability,2022-08-30,fail,
Daily accountability,2022-08-31,success,
GRE/PORTFOLIO/MASTERS,2022-07-31,fail,
GRE/PORTFOLIO/MASTERS,2022-08-03,fail,
Daily accountability,2022-09-01,success,
Daily accountability,2022-09-02,success,
Daily accountability,2022-09-03,success,
Daily accountability,2022-09-04,success,
Daily accountability,2022-09-05,success,
Send Livi a Sweet Text,2022-04-21,success,
Daily accountability,2022-09-06,success,
Daily accountability,2022-09-13,success,
GRE/PORTFOLIO/MASTERS,2022-08-02,fail,
GRE/PORTFOLIO/MASTERS,2022-08-04,success,
GRE/PORTFOLIO/MASTERS,2022-08-05,fail,
GRE/PORTFOLIO/MASTERS,2022-08-06,fail,
GRE/PORTFOLIO/MASTERS,2022-08-07,fail,
3 tiktoks,2022-10-18,success,
GRE/PORTFOLIO/MASTERS,2022-08-08,fail,
Daily accountability,2022-09-07,success,
GRE/PORTFOLIO/MASTERS,2022-08-09,fail,
Daily accountability,2022-10-04,fail,
Daily accountability,2022-10-05,fail,
Send Livi a Sweet Text,2022-04-22,success,
Send Livi a Sweet Text,2022-04-23,fail,
Send Livi a Sweet Text,2022-04-24,fail,
1 tiktok,2022-07-24,success,
Send Livi a Sweet Text,2022-04-25,success,
1 tiktok,2022-07-25,success,
Send Livi a Sweet Text,2022-04-26,success,
1 tiktok,2022-07-26,success,
GRE/PORTFOLIO/MASTERS,2022-07-26,fail,
Send Livi a Sweet Text,2022-04-27,fail,
Send Livi a Sweet Text,2022-04-28,success,
Send Livi a Sweet Text,2022-04-29,success,
Send Livi a Sweet Text,2022-04-30,fail,
Send Livi a Sweet Text,2022-05-01,fail,
Send Livi a Sweet Text,2022-05-02,fail,
Send Livi a Sweet Text,2022-05-03,success,
Send Livi a Sweet Text,2022-05-04,fail,
1 tiktok,2022-07-21,fail,
Send Livi a Sweet Text,2022-05-05,fail,
Send Livi a Sweet Text,2022-05-06,fail,
Send Livi a Sweet Text,2022-05-07,fail,
Send Livi a Sweet Text,2022-05-08,fail,
Send Livi a Sweet Text,2022-05-09,fail,
Send Livi a Sweet Text,2022-05-10,fail,
Send Livi a Sweet Text,2022-05-11,fail,
Send Livi a Sweet Text,2022-05-12,fail,
1 tiktok,2022-07-22,fail,
Send Livi a Sweet Text,2022-05-26,fail,
Send Livi a Sweet Text,2022-05-27,success,
1 tiktok,2022-07-23,fail,
Send Livi a Sweet Text,2022-05-28,fail,
Send Livi a Sweet Text,2022-05-29,fail,
Send Livi a Sweet Text,2022-05-30,fail,
Send Livi a Sweet Text,2022-05-31,fail,
Send Livi a Sweet Text,2022-06-01,fail,
Send Livi a Sweet Text,2022-06-02,fail,
Send Livi a Sweet Text,2022-06-05,fail,
Send Livi a Sweet Text,2022-06-06,fail,
1 tiktok,2022-07-27,success,
1 tiktok,2022-07-28,success,
Send Livi a Sweet Text,2022-05-13,fail,
Send Livi a Sweet Text,2022-05-14,fail,
GRE/PORTFOLIO/MASTERS,2022-07-27,fail,
GRE/PORTFOLIO/MASTERS,2022-07-30,fail,
1 tiktok,2022-08-01,success,
Send Livi a Sweet Text,2022-05-17,fail,
1 tiktok,2022-07-29,success,
1 tiktok,2022-07-30,success,
Send Livi a Sweet Text,2022-05-18,fail,
Send Livi a Sweet Text,2022-06-03,fail,
Send Livi a Sweet Text,2022-06-04,fail,
GRE/PORTFOLIO/MASTERS,2022-07-29,fail,
1 tiktok,2022-07-31,success,
Send Livi a Sweet Text,2022-05-20,fail,
Send Livi a Sweet Text,2022-05-21,success,
Send Livi a Sweet Text,2022-05-22,fail,
1 tiktok,2022-08-02,success,
1 tiktok,2022-08-03,success,
1 tiktok,2022-08-04,success,
1 tiktok,2022-08-05,success,
1 tiktok,2022-08-06,fail,
1 tiktok,2022-08-07,fail,
1 tiktok,2022-08-08,success,
1 tiktok,2022-08-09,success,
1 tiktok,2022-08-10,success,
Send Livi a Sweet Text,2022-05-19,fail,
1 tiktok,2022-08-11,success,
1 tiktok,2022-08-12,success,
1 tiktok,2022-08-13,success,
Send Livi a Sweet Text,2022-05-25,fail,
1 tiktok,2022-08-14,fail,
1 tiktok,2022-08-15,fail,
1 tiktok,2022-08-16,success,
Send Livi a Sweet Text,2022-05-23,fail,
Send Livi a Sweet Text,2022-05-24,fail,
1 tiktok,2022-08-17,success,
1 tiktok,2022-08-18,success,
1 tiktok,2022-08-19,success,
1 tiktok,2022-08-20,success,
1 tiktok,2022-08-21,success,
1 tiktok,2022-08-22,success,
1 tiktok,2022-08-23,success,
1 tiktok,2022-08-24,success,
Send Livi a Sweet Text,2022-05-15,fail,
1 tiktok,2022-08-25,success,
1 tiktok,2022-08-26,success,
1 tiktok,2022-08-27,success,
1 tiktok,2022-08-28,success,
1 tiktok,2022-08-29,success,
1 tiktok,2022-08-30,success,
Send Livi a Sweet Text,2022-05-16,fail,
1 tiktok,2022-08-31,success,
1 tiktok,2022-09-01,success,
1 tiktok,2022-09-02,success,
1 tiktok,2022-09-03,success,
1 tiktok,2022-09-04,success,
1 tiktok,2022-09-05,success,
1 tiktok,2022-09-06,success,
Daily accountability,2022-09-17,skip,
Send Livi a Sweet Text,2022-06-07,success,
1 tiktok,2022-09-08,success,
1 tiktok,2022-09-09,success,
1 tiktok,2022-09-10,success,
1 tiktok,2022-09-11,success,
1 tiktok,2022-09-12,success,
1 tiktok,2022-09-14,success,
1 tiktok,2022-09-15,success,
Send Livi a Sweet Text,2022-06-15,success,
Send Livi a Sweet Text,2022-06-16,success,
1 tiktok,2022-09-16,success,
1 tiktok,2022-09-17,success,
1 tiktok,2022-09-18,success,
Send Livi a Sweet Text,2022-06-14,fail,
1 tiktok,2022-09-19,success,
Send Livi a Sweet Text,2022-06-17,success,
1 tiktok,2022-09-21,success,
1 tiktok,2022-09-22,success,
1 tiktok,2022-09-23,success,
1 tiktok,2022-09-24,success,
1 tiktok,2022-09-25,success,
1 tiktok,2022-09-29,success,
Send Livi a Sweet Text,2022-06-18,fail,
1 tiktok,2022-09-26,success,
1 tiktok,2022-09-27,success,
1 tiktok,2022-09-28,success,
Send Livi a Sweet Text,2022-06-19,success,
1 tiktok,2022-09-30,success,
1 tiktok,2022-10-01,success,
1 tiktok,2022-10-02,success,
Workout,2021-01-24,skip,
1 tiktok,2022-10-10,success,
Send Livi a Sweet Text,2022-06-20,success,
1 tiktok,2022-10-03,success,
Send Livi a Sweet Text,2022-06-21,success,
1 tiktok,2022-10-04,success,
1 tiktok,2022-10-05,success,
Send Livi a Sweet Text,2022-07-17,success,
1 tiktok,2022-10-06,success,
1 tiktok,2022-10-07,success,
1 tiktok,2022-10-08,success,
1 tiktok,2022-10-11,success,
Send Livi a Sweet Text,2022-06-22,fail,
1 tiktok,2022-10-09,success,
1 tiktok,2022-10-12,success,
Send Livi a Sweet Text,2022-06-23,fail,
1 tiktok,2022-10-13,success,
1 tiktok,2022-10-14,success,
1 tiktok,2022-10-15,success,
1 tiktok,2022-10-16,success,
1 tiktok,2022-10-17,success,
2min brush AM,2022-08-06,success,
Send Livi a Sweet Text,2022-06-08,fail,
2min brush AM,2022-08-03,success,
Send Livi a Sweet Text,2022-06-09,fail,
Send Livi a Sweet Text,2022-06-10,fail,
Send Livi a Sweet Text,2022-06-11,fail,
Send Livi a Sweet Text,2022-06-12,fail,
Send Livi a Sweet Text,2022-06-13,fail,
2min brush AM,2022-08-04,success,
2min brush AM,2022-08-05,success,
Send Livi a Sweet Text,2022-06-24,fail,
Send Livi a Sweet Text,2022-06-25,fail,
Send Livi a Sweet Text,2022-06-26,fail,
Send Livi a Sweet Text,2022-06-27,fail,
Send Livi a Sweet Text,2022-06-28,success,
Send Livi a Sweet Text,2022-06-29,fail,
1 tiktok,2022-10-26,success,
Send Livi a Sweet Text,2022-06-30,fail,
2min brush AM,2022-07-31,success,
2min brush AM,2022-08-02,success,
Send Livi a Sweet Text,2022-07-01,fail,
Send Livi a Sweet Text,2022-07-02,fail,
Send Livi a Sweet Text,2022-07-03,fail,
Send Livi a Sweet Text,2022-07-04,fail,
Send Livi a Sweet Text,2022-07-05,success,
Send Livi a Sweet Text,2022-07-06,success,
Send Livi a Sweet Text,2022-07-07,fail,
2min brush AM,2022-08-01,success,
Send Livi a Sweet Text,2022-07-08,fail,
Send Livi a Sweet Text,2022-07-09,fail,
Send Livi a Sweet Text,2022-07-10,success,
Send Livi a Sweet Text,2022-07-11,success,
Sleep,2022-07-10,fail,
Send Livi a Sweet Text,2022-07-12,success,
Sleep,2022-07-12,fail,
1 tiktok,2022-10-18,success,
2min brush AM,2022-07-26,success,
Send Livi a Sweet Text,2022-07-13,fail,
Sleep,2022-07-16,fail,
2min brush AM,2022-07-27,success,
2min brush AM,2022-07-29,success,
Send Livi a Sweet Text,2022-07-14,fail,
Send Livi a Sweet Text,2022-07-15,fail,
Send Livi a Sweet Text,2022-07-16,success,
2min brush AM,2022-07-30,success,
Send Livi a Sweet Text,2022-07-18,success,
15 minutes of NOTHING,2022-07-21,success,
15 minutes of NOTHING,2022-07-26,fail,
Send Livi a Sweet Text,2022-07-19,success,
15 minutes of NOTHING,2022-07-23,success,
15 minutes of NOTHING,2022-07-24,success,
15 minutes of NOTHING,2022-07-25,success,
2min brush AM,2022-07-21,success,
2min brush PM,2022-07-21,success,
15 minutes of NOTHING,2022-07-28,success,
Send Livi a Sweet Text,2022-07-21,fail,
Stretch,2022-07-21,fail,
15 minutes of NOTHING,2022-07-22,success,
2min brush AM,2022-07-22,success,
2min brush AM,2022-07-23,success,
2min brush AM,2022-07-24,success,
2min brush AM,2022-07-25,fail,
Stretch,2022-07-20,fail,
2min brush PM,2022-07-22,success,
2min brush AM,2022-07-28,success,
Lift,2022-07-22,fail,
2min brush PM,2022-07-23,success,
Send Livi a Sweet Text,2022-07-22,success,
Stretch,2022-07-22,fail,
Send Livi a Sweet Text,2022-07-23,success,
Stretch,2022-07-23,fail,
2min brush PM,2022-07-24,fail,
Stretch,2022-07-24,fail,
2min brush PM,2022-07-25,success,
Stretch,2022-07-25,fail,
2min brush PM,2022-07-26,success,
15 minutes of NOTHING,2022-07-27,fail,
2min brush PM,2022-07-27,success,
Stretch,2022-07-27,fail,
2min brush PM,2022-07-28,success,
Send Livi a Sweet Text,2022-07-24,success,
15 minutes of NOTHING,2022-07-29,success,
15 minutes of NOTHING,2022-07-30,fail,
15 minutes of NOTHING,2022-07-31,fail,
15 minutes of NOTHING,2022-08-01,fail,
Send Livi a Sweet Text,2022-07-28,success,
15 minutes of NOTHING,2022-08-02,fail,
15 minutes of NOTHING,2022-08-05,fail,
2min brush PM,2022-07-29,success,
Send Livi a Sweet Text,2022-07-20,success,
Send Livi a Sweet Text,2022-07-25,success,
Send Livi a Sweet Text,2022-07-26,success,
Send Livi a Sweet Text,2022-07-27,success,
Stretch,2022-07-26,success,
Send Livi a Sweet Text,2022-07-29,fail,
2min brush PM,2022-07-31,success,
2min brush PM,2022-08-01,success,
Stretch,2022-07-28,success,
15 minutes of NOTHING,2022-08-03,fail,
2min brush PM,2022-07-30,success,
2min brush PM,2022-08-02,success,
15 minutes of NOTHING,2022-08-04,fail,
15 minutes of NOTHING,2022-08-06,fail,
Stretch,2022-07-29,fail,
Send Livi a Sweet Text,2022-07-30,success,
Send Livi a Sweet Text,2022-08-02,success,
Sleep,2022-07-14,success,
2min brush PM,2022-08-03,success,
Send Livi a Sweet Text,2022-08-01,success,
Sleep,2022-07-11,fail,
Sleep,2022-07-13,fail,
Sleep,2022-07-15,success,
Sleep,2022-07-17,success,
Sleep,2022-07-18,fail,
Send Livi a Sweet Text,2022-07-31,success,
Sleep,2022-07-19,fail,
Send Livi a Sweet Text,2022-08-03,success,
2min brush PM,2022-08-04,success,
2min brush PM,2022-08-05,fail,
Sleep,2022-07-20,fail,
Sleep,2022-07-21,fail,
Sleep,2022-07-22,fail,
Sleep,2022-07-23,fail,
Sleep,2022-07-24,fail,
Sleep,2022-07-25,fail,
Sleep,2022-07-26,fail,
Send Livi a Sweet Text,2022-08-05,success,
Sleep,2022-07-27,success,
Sleep,2022-07-28,success,
Sleep,2022-07-29,fail,
Sleep,2022-07-30,fail,
Sleep,2022-07-31,success,
Sleep,2022-08-01,fail,
Sleep,2022-08-03,fail,
Stretch,2022-07-30,fail,
Stretch,2022-07-31,success,
Sleep,2022-08-04,fail,
Sleep,2022-08-05,fail,
Stretch,2022-08-01,fail,
Send Livi a Sweet Text,2022-08-04,success,
Stretch,2022-08-02,fail,
Stretch,2022-08-03,fail,
2min brush PM,2022-08-06,success,
15 minutes of NOTHING,2022-08-07,fail,
Daily accountability,2022-07-22,fail,
GRE/PORTFOLIO/MASTERS,2022-07-21,fail,
GRE/PORTFOLIO/MASTERS,2022-07-22,fail,
Daily accountability,2022-07-23,fail,
Daily accountability,2022-07-24,success,
GRE/PORTFOLIO/MASTERS,2022-07-23,fail,
Daily accountability,2022-07-25,success,
GRE/PORTFOLIO/MASTERS,2022-07-24,fail,
2min brush PM,2022-08-07,success,
GRE/PORTFOLIO/MASTERS,2022-07-25,fail,
Daily accountability,2022-07-26,success,
Daily accountability,2022-07-27,success,
2min brush PM,2022-08-08,success,
Daily accountability,2022-07-28,success,
Daily accountability,2022-07-29,success,
Daily accountability,2022-07-30,success,
Upload 3 shorts,2022-06-13,success,
GRE/PORTFOLIO/MASTERS,2022-07-28,fail,
Daily accountability,2022-07-31,success,
Daily accountability,2022-08-01,success,
Daily accountability,2022-08-02,success,
Daily accountability,2022-08-03,success,
Stretch,2022-08-04,fail,
15 minutes of NOTHING,2022-08-08,fail,
15 minutes of NOTHING,2022-08-09,fail,
Stretch,2022-08-05,fail,
Stretch,2022-08-06,fail,
Stretch,2022-08-08,fail,
2min brush PM,2022-08-09,success,
Daily accountability,2022-08-04,success,
Lift,2022-07-21,fail,
Lift,2022-07-24,fail,
Lift,2022-07-25,fail,
Lift,2022-07-26,success,
Lift,2022-07-27,fail,
Lift,2022-07-28,success,
Lift,2022-07-29,fail,
Lift,2022-07-30,success,
Lift,2022-07-31,success,
Lift,2022-08-01,fail,
2min brush PM,2022-08-10,success,
Lift,2022-08-02,fail,
Lift,2022-08-03,fail,
Lift,2022-08-04,fail,
Lift,2022-08-29,fail,
1 tiktok,2022-09-13,success,
Send Livi a Sweet Text,2022-08-06,success,
Send Livi a Sweet Text,2022-08-07,success,
Send Livi a Sweet Text,2022-08-08,fail,
Lift,2022-08-21,fail,
Send Livi a Sweet Text,2022-08-09,fail,
15 minutes of NOTHING,2022-08-10,fail,
Lift,2022-08-14,success,
Stretch,2022-08-09,fail,
Send Livi a Sweet Text,2022-08-11,fail,
Stretch,2022-08-07,fail,
Stretch,2022-08-10,fail,
Stretch,2022-08-13,fail,
Lift,2022-08-15,success,
Lift,2022-08-16,success,
Send Livi a Sweet Text,2022-08-10,fail,
Stretch,2022-08-11,fail,
Send Livi a Sweet Text,2022-08-12,fail,
Stretch,2022-08-12,fail,
Stretch,2022-08-15,success,
Daily accountability,2022-10-12,success,
Stretch,2022-08-16,fail,
Lift,2022-08-18,success,
Lift,2022-08-19,skip,
Lift,2022-08-20,success,
Lift,2022-08-22,success,
Stretch,2022-08-14,success,
Lift,2022-08-23,success,
Lift,2022-08-24,fail,
Lift,2022-08-25,success,
Lift,2022-08-26,fail,
Lift,2022-08-27,success,
Lift,2022-08-28,fail,
Lift,2022-08-30,fail,
Lift,2022-09-01,fail,
Upload 3 shorts,2022-06-15,fail,
Lift,2022-09-02,success,
Upload 3 shorts,2022-06-20,fail,
Sleep,2022-09-01,success,
Upload 3 shorts,2022-06-21,fail,
Lift,2022-09-03,success,
Lift,2022-09-04,success,
Lift,2022-09-07,fail,
Lift,2022-09-08,fail,
Upload 3 shorts,2022-06-16,fail,
Lift,2022-09-09,fail,
Upload 3 shorts,2022-06-14,fail,
Upload 3 shorts,2022-06-17,fail,
Upload 3 shorts,2022-06-18,fail,
Sleep,2022-09-08,success,
Sleep,2022-09-09,fail,
Upload 3 shorts,2022-06-19,fail,
Sleep,2022-09-10,success,
Upload 3 shorts,2022-06-22,fail,
Upload 3 shorts,2022-06-23,fail,
Upload 3 shorts,2022-06-24,fail,
Upload 3 shorts,2022-06-25,fail,
Upload 3 shorts,2022-06-26,fail,
Upload 3 shorts,2022-06-27,fail,
Upload 3 shorts,2022-06-28,fail,
Upload 3 shorts,2022-06-29,fail,
Upload 3 shorts,2022-06-30,fail,
Upload 3 shorts,2022-07-01,fail,
Upload 3 shorts,2022-07-02,fail,
Upload 3 shorts,2022-07-03,fail,
Upload 3 shorts,2022-07-04,fail,
Upload 3 shorts,2022-07-05,fail,
Upload 3 shorts,2022-07-06,fail,
Lift,2022-09-05,success,
Upload 3 shorts,2022-07-07,fail,
Upload 3 shorts,2022-07-08,fail,
Upload 3 shorts,2022-07-09,fail,
Upload 3 shorts,2022-07-10,fail,
Sleep,2022-08-02,fail,
Upload 3 shorts,2022-07-11,fail,
Upload 3 shorts,2022-07-12,fail,
Upload 3 shorts,2022-07-13,fail,
Upload 3 shorts,2022-07-14,fail,
Upload 3 shorts,2022-07-15,fail,
Upload 3 shorts,2022-07-16,fail,
Upload 3 shorts,2022-07-17,fail,
Upload 3 shorts,2022-07-18,fail,
Upload 3 shorts,2022-07-19,fail,
Lift,2022-08-31,fail,
Upload 3 shorts,2022-07-31,fail,
Upload 3 shorts,2022-08-01,fail,
Upload 3 shorts,2022-08-02,fail,
Upload 3 shorts,2022-08-03,fail,
Lift,2022-09-06,fail,
Sleep,2022-09-06,fail,
Sleep,2022-09-07,fail,
Lift,2022-09-10,success,
Lift,2022-09-11,fail,
Lift,2022-09-12,success,
Lift,2022-09-13,success,
Sleep,2022-09-11,success,
Daily accountability,2022-10-10,fail,
Sleep,2022-09-12,fail,
Upload 3 shorts,2022-07-20,fail,
Sleep,2022-09-13,fail,
Upload 3 shorts,2022-07-21,fail,
Upload 3 shorts,2022-07-22,fail,
Upload 3 shorts,2022-07-23,fail,
Upload 3 shorts,2022-07-24,fail,
Upload 3 shorts,2022-07-25,fail,
Lift,2022-09-14,fail,
Upload 3 shorts,2022-07-26,fail,
Upload 3 shorts,2022-07-27,fail,
Upload 3 shorts,2022-07-28,fail,
Sleep,2022-09-14,success,
Upload 3 shorts,2022-07-29,fail,
Upload 3 shorts,2022-07-30,fail,
Upload 3 shorts,2022-08-04,fail,
Daily accountability,2022-08-05,fail,
Lift,2022-08-05,fail,
Upload 3 shorts,2022-08-05,fail,
Daily accountability,2022-08-06,success,
Lift,2022-08-06,fail,
Sleep,2022-08-06,fail,
2min brush AM,2022-08-07,success,
Lift,2022-08-07,fail,
2min brush AM,2022-08-08,success,
Upload 3 shorts,2022-08-07,fail,
Lift,2022-08-08,fail,
2min brush AM,2022-08-09,success,
Daily accountability,2022-08-07,success,
Sleep,2022-08-07,fail,
Sleep,2022-08-08,fail,
Lift,2022-08-09,fail,
Sleep,2022-08-09,success,
2min brush AM,2022-08-10,success,
Daily accountability,2022-08-17,success,
Lift,2022-08-10,fail,
Daily accountability,2022-08-16,success,
Upload 3 shorts,2022-08-08,fail,
Upload 3 shorts,2022-08-09,fail,
Lift,2022-08-11,fail,
Sleep,2022-08-11,success,
Lift,2022-08-12,fail,
Lift,2022-08-13,fail,
Daily accountability,2022-08-26,success,
Daily accountability,2022-08-27,success,
Upload 3 shorts,2022-08-06,fail,
Sleep,2022-08-10,success,
Lift,2022-08-17,success,
Sleep,2022-08-12,fail,
Daily accountability,2022-08-18,success,
Sleep,2022-08-15,success,
Sleep,2022-08-16,success,
Sleep,2022-08-17,fail,
Daily accountability,2022-08-19,fail,
Daily accountability,2022-08-20,fail,
Daily accountability,2022-08-21,fail,
Daily accountability,2022-08-22,fail,
Daily accountability,2022-08-24,success,
Daily accountability,2022-08-25,success,
Sleep,2022-08-13,fail,
Sleep,2022-08-14,fail,
Sleep,2022-08-18,success,
Sleep,2022-08-19,fail,
Upload 3 shorts,2022-08-17,fail,
Sleep,2022-08-20,success,
Sleep,2022-08-23,success,
Sleep,2022-08-24,fail,
Daily accountability,2022-09-30,fail,
Daily accountability,2022-10-01,fail,
Upload 3 shorts,2022-08-18,fail,
Daily accountability,2022-10-11,fail,
Sleep,2022-08-21,fail,
Upload 3 shorts,2022-08-19,fail,
Upload 3 shorts,2022-08-20,fail,
Sleep,2022-08-25,fail,
Sleep,2022-08-26,fail,
Sleep,2022-08-27,success,
Upload 3 shorts,2022-08-10,fail,
Sleep,2022-08-28,fail,
Sleep,2022-08-29,success,
Upload 3 shorts,2022-08-11,fail,
Sleep,2022-08-30,fail,
Sleep,2022-08-31,success,
Upload 3 shorts,2022-08-12,fail,
Upload 3 shorts,2022-08-13,fail,
Sleep,2022-09-02,success,
Sleep,2022-09-03,success,
Sleep,2022-09-04,success,
Upload 3 shorts,2022-08-14,fail,
Stretch,2022-08-17,fail,
Sleep,2022-09-05,success,
Stretch,2022-08-18,fail,
Upload 3 shorts,2022-08-15,fail,
Stretch,2022-08-19,fail,
Upload 3 shorts,2022-08-16,fail,
Stretch,2022-08-20,success,
